fecha_adquisicion,satelite,producto,tile,latitud,longitud,provincia,canton,parroquia,region_natural,fire_mask,confianza,max_frp,qa,archivo_origen
2022-06-10,TERRA,MOD14A1,Unknown,0.415763,-75.867389,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,5.8,6,MODIS_FIRE_20220610_680.hdf
2022-06-10,TERRA,MOD14A1,Unknown,0.415763,-75.861968,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,5.8,6,MODIS_FIRE_20220610_680.hdf
2022-06-10,TERRA,MOD14A1,Unknown,0.415763,-75.856547,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,5.8,6,MODIS_FIRE_20220610_680.hdf
2022-06-10,TERRA,MOD14A1,Unknown,0.150125,-76.138449,Sucumbios,Putumayo,Palma Roja,Amazonia,8,Media,7.9,6,MODIS_FIRE_20220610_680.hdf
2022-06-10,TERRA,MOD14A1,Unknown,0.150125,-76.133028,Sucumbios,Putumayo,Palma Roja,Amazonia,8,Media,7.9,6,MODIS_FIRE_20220610_680.hdf
2022-06-10,TERRA,MOD14A1,Unknown,0.12844,-76.095079,Sucumbios,Putumayo,Palma Roja,Amazonia,8,Media,5.4,6,MODIS_FIRE_20220610_680.hdf
2022-06-10,TERRA,MOD14A1,Unknown,0.12844,-76.089658,Sucumbios,Putumayo,Palma Roja,Amazonia,8,Media,8.3,6,MODIS_FIRE_20220610_680.hdf
2022-06-10,TERRA,MOD14A1,Unknown,0.085071,-76.149291,Sucumbios,Putumayo,Palma Roja,Amazonia,8,Media,6.2,6,MODIS_FIRE_20220610_680.hdf
2022-06-10,TERRA,MOD14A1,Unknown,0.07965,-76.149291,Sucumbios,Putumayo,Palma Roja,Amazonia,8,Media,6.2,6,MODIS_FIRE_20220610_680.hdf
2022-06-10,TERRA,MOD14A1,Unknown,-0.429942,-75.574646,Sucumbios,Cuyabeno,Cuyabeno,Amazonia,8,Media,5.9,6,MODIS_FIRE_20220610_680.hdf
2022-06-10,TERRA,MOD14A1,Unknown,-1.942452,-75.341535,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,10.5,6,MODIS_FIRE_20220610_680.hdf
2022-06-10,TERRA,MOD14A1,Unknown,-1.947873,-75.341535,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,10.5,6,MODIS_FIRE_20220610_680.hdf
2022-06-10,TERRA,MOD14A1,Unknown,-1.947873,-75.336113,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,8.0,6,MODIS_FIRE_20220610_680.hdf
2022-06-10,TERRA,MOD14A1,Unknown,-1.953294,-75.341535,No_encontrada,No_encontrado,No_encontrada,Amazonia,9,Alta,21.6,6,MODIS_FIRE_20220610_680.hdf
2022-06-10,TERRA,MOD14A1,Unknown,-2.143036,-75.433695,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,8.9,6,MODIS_FIRE_20220610_680.hdf
2022-06-10,TERRA,MOD14A1,Unknown,-2.598415,-76.376981,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,6.5,6,MODIS_FIRE_20220610_680.hdf
2022-06-10,TERRA,MOD14A1,Unknown,-2.690575,-76.545038,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,13.6,6,MODIS_FIRE_20220610_680.hdf
2022-06-10,TERRA,MOD14A1,Unknown,-2.690575,-76.539616,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,13.6,6,MODIS_FIRE_20220610_680.hdf
2022-06-10,TERRA,MOD14A1,Unknown,-2.690575,-76.534195,No_encontrada,No_encontrado,No_encontrada,Amazonia,9,Alta,19.7,6,MODIS_FIRE_20220610_680.hdf
2022-06-10,TERRA,MOD14A1,Unknown,-2.728524,-76.913678,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,10.2,6,MODIS_FIRE_20220610_680.hdf
2022-06-10,TERRA,MOD14A1,Unknown,-2.733945,-76.913678,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,10.2,6,MODIS_FIRE_20220610_680.hdf
2022-06-10,TERRA,MOD14A1,Unknown,-2.733945,-76.908257,No_encontrada,No_encontrado,No_encontrada,Amazonia,9,Alta,19.7,6,MODIS_FIRE_20220610_680.hdf
2021-05-09,TERRA,MOD14A1,Unknown,-1.763553,-78.458716,Chimborazo,Chambo,Chambo,Amazonia,8,Media,5.2,6,MODIS_FIRE_20210509_384.hdf
2021-05-09,TERRA,MOD14A1,Unknown,-2.305671,-78.052127,Morona Santiago,Morona,Sevilla Don Bosco,Amazonia,8,Media,12.8,6,MODIS_FIRE_20210509_384.hdf
2021-05-09,TERRA,MOD14A1,Unknown,-2.305671,-78.046706,Morona Santiago,Morona,Sevilla Don Bosco,Amazonia,8,Media,12.8,6,MODIS_FIRE_20210509_384.hdf
2021-05-09,TERRA,MOD14A1,Unknown,-2.582152,-78.458716,Morona Santiago,Santiago,Santiago De Mendez,Amazonia,8,Media,10.6,6,MODIS_FIRE_20210509_384.hdf
2021-05-01,TERRA,MOD14A1,Unknown,-4.642202,-75.471643,No_encontrada,No_encontrado,No_encontrada,Amazonia,7,Baja,9.4,6,MODIS_FIRE_20210501_374.hdf
2022-07-04,TERRA,MOD14A1,Unknown,1.489158,-77.238949,No_encontrada,No_encontrado,No_encontrada,Amazonia,7,Baja,4.9,6,MODIS_FIRE_20220704_701.hdf
2023-12-11,TERRA,MOD14A1,Unknown,1.489158,-76.160133,No_encontrada,No_encontrado,No_encontrada,Amazonia,7,Baja,9.1,6,MODIS_FIRE_20231211_1089.hdf
2023-12-11,TERRA,MOD14A1,Unknown,1.489158,-76.154712,No_encontrada,No_encontrado,No_encontrada,Amazonia,7,Baja,9.1,6,MODIS_FIRE_20231211_1089.hdf
2023-12-11,TERRA,MOD14A1,Unknown,1.440367,-76.582986,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,9.5,6,MODIS_FIRE_20231211_1089.hdf
2024-07-03,TERRA,MOD14A1,Unknown,0.3995,-78.512927,Imbabura,Cotacachi,6 De Julio De Cuellaje (Cab. En,Sierra,8,Media,5.1,6,MODIS_FIRE_20240703_1246.hdf
2020-01-09,TERRA,MOD14A1,Unknown,0.974145,-76.550459,No_encontrada,No_encontrado,No_encontrada,Amazonia,9,Alta,18.6,2,MODIS_FIRE_20200109_018.hdf
2020-01-09,TERRA,MOD14A1,Unknown,0.974145,-76.545038,No_encontrada,No_encontrado,No_encontrada,Amazonia,9,Alta,18.6,2,MODIS_FIRE_20200109_018.hdf
2020-01-09,TERRA,MOD14A1,Unknown,0.968724,-76.55588,No_encontrada,No_encontrado,No_encontrada,Amazonia,9,Alta,15.0,2,MODIS_FIRE_20200109_018.hdf
2020-01-09,TERRA,MOD14A1,Unknown,0.968724,-76.550459,No_encontrada,No_encontrado,No_encontrada,Amazonia,9,Alta,18.6,2,MODIS_FIRE_20200109_018.hdf
2020-01-09,TERRA,MOD14A1,Unknown,0.941618,-76.46372,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,7.9,2,MODIS_FIRE_20200109_018.hdf
2020-04-06,TERRA,MOD14A1,Unknown,0.291076,-81.462052,No_encontrada,No_encontrado,No_encontrada,Costa,8,Media,8.4,6,MODIS_FIRE_20200406_082.hdf
2020-04-06,TERRA,MOD14A1,Unknown,0.291076,-81.456631,No_encontrada,No_encontrado,No_encontrada,Costa,8,Media,8.4,6,MODIS_FIRE_20200406_082.hdf
2020-04-06,TERRA,MOD14A1,Unknown,0.198916,-80.3995,No_encontrada,No_encontrado,No_encontrada,Sierra,8,Media,53.8,2,MODIS_FIRE_20200406_082.hdf
2020-04-06,TERRA,MOD14A1,Unknown,0.198916,-80.394078,No_encontrada,No_encontrado,No_encontrada,Sierra,9,Alta,150.9,2,MODIS_FIRE_20200406_082.hdf
2020-04-06,TERRA,MOD14A1,Unknown,0.198916,-80.388657,No_encontrada,No_encontrado,No_encontrada,Sierra,9,Alta,150.9,2,MODIS_FIRE_20200406_082.hdf
2020-04-06,TERRA,MOD14A1,Unknown,0.193495,-80.410342,No_encontrada,No_encontrado,No_encontrada,Sierra,8,Media,53.8,2,MODIS_FIRE_20200406_082.hdf
2020-04-06,TERRA,MOD14A1,Unknown,0.193495,-80.404921,No_encontrada,No_encontrado,No_encontrada,Sierra,9,Alta,97.8,2,MODIS_FIRE_20200406_082.hdf
2020-04-06,TERRA,MOD14A1,Unknown,0.193495,-80.3995,No_encontrada,No_encontrado,No_encontrada,Sierra,9,Alta,97.8,2,MODIS_FIRE_20200406_082.hdf
2020-04-06,TERRA,MOD14A1,Unknown,0.193495,-80.394078,No_encontrada,No_encontrado,No_encontrada,Sierra,9,Alta,181.5,2,MODIS_FIRE_20200406_082.hdf
2020-04-06,TERRA,MOD14A1,Unknown,0.193495,-80.388657,No_encontrada,No_encontrado,No_encontrada,Sierra,9,Alta,181.5,2,MODIS_FIRE_20200406_082.hdf
2020-04-06,TERRA,MOD14A1,Unknown,0.193495,-80.383236,No_encontrada,No_encontrado,No_encontrada,Sierra,9,Alta,181.5,2,MODIS_FIRE_20200406_082.hdf
2020-04-06,TERRA,MOD14A1,Unknown,0.188073,-80.410342,No_encontrada,No_encontrado,No_encontrada,Sierra,8,Media,53.8,2,MODIS_FIRE_20200406_082.hdf
2020-04-06,TERRA,MOD14A1,Unknown,0.188073,-80.404921,No_encontrada,No_encontrado,No_encontrada,Sierra,9,Alta,97.8,2,MODIS_FIRE_20200406_082.hdf
2020-04-06,TERRA,MOD14A1,Unknown,0.188073,-80.3995,No_encontrada,No_encontrado,No_encontrada,Sierra,9,Alta,97.8,2,MODIS_FIRE_20200406_082.hdf
2020-04-06,TERRA,MOD14A1,Unknown,0.188073,-80.394078,No_encontrada,No_encontrado,No_encontrada,Sierra,9,Alta,181.5,2,MODIS_FIRE_20200406_082.hdf
2020-04-06,TERRA,MOD14A1,Unknown,0.188073,-80.388657,No_encontrada,No_encontrado,No_encontrada,Sierra,9,Alta,181.5,2,MODIS_FIRE_20200406_082.hdf
2020-04-06,TERRA,MOD14A1,Unknown,0.188073,-80.383236,No_encontrada,No_encontrado,No_encontrada,Sierra,9,Alta,181.5,2,MODIS_FIRE_20200406_082.hdf
2020-04-06,TERRA,MOD14A1,Unknown,0.112177,-81.201835,No_encontrada,No_encontrado,No_encontrada,Costa,8,Media,8.4,6,MODIS_FIRE_20200406_082.hdf
2020-04-06,TERRA,MOD14A1,Unknown,-3.514595,-80.12844,El Oro,Arenillas,Chacras,Sierra,9,Alta,36.0,6,MODIS_FIRE_20200406_082.hdf
2021-10-16,TERRA,MOD14A1,Unknown,0.551293,-75.211426,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,12.0,6,MODIS_FIRE_20211016_502.hdf
2021-10-16,TERRA,MOD14A1,Unknown,0.545872,-75.216847,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,12.0,6,MODIS_FIRE_20211016_502.hdf
2021-10-16,TERRA,MOD14A1,Unknown,0.545872,-75.211426,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,12.0,6,MODIS_FIRE_20211016_502.hdf
2021-10-16,TERRA,MOD14A1,Unknown,0.502502,-75.368641,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,6.6,6,MODIS_FIRE_20211016_502.hdf
2021-10-16,TERRA,MOD14A1,Unknown,0.502502,-75.140951,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,16.7,6,MODIS_FIRE_20211016_502.hdf
2021-10-16,TERRA,MOD14A1,Unknown,0.502502,-75.13553,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,10.0,6,MODIS_FIRE_20211016_502.hdf
2021-10-16,TERRA,MOD14A1,Unknown,0.486239,-75.0,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,9.7,6,MODIS_FIRE_20211016_502.hdf
2021-10-16,TERRA,MOD14A1,Unknown,-1.178065,-75.043369,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,11.4,6,MODIS_FIRE_20211016_502.hdf
2021-10-16,TERRA,MOD14A1,Unknown,-1.687656,-75.200584,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,13.9,6,MODIS_FIRE_20211016_502.hdf
2020-04-22,TERRA,MOD14A1,Unknown,1.396997,-76.826939,No_encontrada,No_encontrado,No_encontrada,Amazonia,9,Alta,19.7,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,1.261468,-75.721018,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,19.9,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,1.104254,-78.350292,Carchi,Tulcán,Tobar Donoso (La Bocana De Camum,Amazonia,8,Media,6.1,4,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,1.098832,-75.813178,No_encontrada,No_encontrado,No_encontrada,Amazonia,9,Alta,26.0,2,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,1.098832,-75.807756,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,11.3,2,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,1.08799,-75.813178,No_encontrada,No_encontrado,No_encontrada,Amazonia,9,Alta,24.2,2,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,1.08799,-75.807756,No_encontrada,No_encontrado,No_encontrada,Amazonia,9,Alta,29.8,2,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,1.082569,-75.807756,No_encontrada,No_encontrado,No_encontrada,Amazonia,9,Alta,10.1,2,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,1.006672,-75.802335,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,6.1,2,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,0.784404,-75.964971,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,5.4,2,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,0.746455,-77.824437,Carchi,Tulcán,Tufiño,Amazonia,8,Media,9.2,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,0.746455,-77.819016,Carchi,Tulcán,Tufiño,Amazonia,8,Media,18.0,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,0.735613,-77.867807,Carchi,Tulcán,Tufiño,Amazonia,8,Media,6.8,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,0.719349,-77.770225,Carchi,Tulcán,Julio Andrade (Orejuela),Amazonia,8,Media,16.5,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,0.708507,-79.792327,Esmeraldas,Esmeraldas,Tabiazo,Sierra,8,Media,22.7,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,0.708507,-78.588824,Esmeraldas,San Lorenzo,Alto Tambo (Cab En Guadual),Sierra,8,Media,7.4,2,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,0.703086,-79.792327,Esmeraldas,Esmeraldas,Coronel Carlos Concha Torres (Ca,Sierra,8,Media,22.7,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,0.648874,-77.867807,Carchi,Montúfar,San Gabriel,Amazonia,8,Media,9.1,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,0.643453,-77.867807,Carchi,Montúfar,San Gabriel,Amazonia,8,Media,9.1,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,0.632611,-77.829858,Carchi,Montúfar,Cristobal Colon,Amazonia,8,Media,10.9,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,0.616347,-78.718932,Esmeraldas,Eloy Alfaro,Telembi,Sierra,8,Media,10.9,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,0.545872,-81.283153,No_encontrada,No_encontrado,No_encontrada,Costa,8,Media,31.0,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,0.545872,-81.277731,No_encontrada,No_encontrado,No_encontrada,Costa,8,Media,31.0,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,0.545872,-78.702669,Esmeraldas,Eloy Alfaro,Luis Vargas Torres (Cab. En Play,Sierra,8,Media,12.7,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,0.464554,-78.643036,Esmeraldas,Eloy Alfaro,Luis Vargas Torres (Cab. En Play,Sierra,8,Media,13.9,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,0.464554,-78.632193,Esmeraldas,Eloy Alfaro,Luis Vargas Torres (Cab. En Play,Sierra,8,Media,23.9,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,0.459133,-78.632193,Esmeraldas,Eloy Alfaro,Luis Vargas Torres (Cab. En Play,Sierra,8,Media,23.9,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,0.112177,-77.157631,Sucumbios,Cascales,Sevilla,Amazonia,8,Media,10.4,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,-3.254379,-78.409925,Morona Santiago,San Juan Bosco,San Carlos De Limon,Amazonia,8,Media,9.0,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,-3.254379,-78.404504,Morona Santiago,San Juan Bosco,San Carlos De Limon,Amazonia,8,Media,9.0,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,-3.44412,-78.783987,Morona Santiago,Gualaquiza,Amazonas (Rosario De Cuyes),Sierra,8,Media,7.0,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,-3.449541,-78.783987,Morona Santiago,Gualaquiza,Amazonas (Rosario De Cuyes),Sierra,8,Media,7.0,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,-3.574229,-78.626772,Zamora Chinchipe,El Pangui,El Guisme,Sierra,8,Media,7.0,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,-3.574229,-78.621351,Zamora Chinchipe,El Pangui,El Guisme,Sierra,8,Media,7.0,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,-3.650125,-78.767723,Zamora Chinchipe,Yantzaza,Chicaña,Sierra,8,Media,9.0,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,-3.650125,-78.762302,Zamora Chinchipe,Yantzaza,Chicaña,Sierra,8,Media,6.1,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,-3.796497,-78.236447,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,6.5,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,-3.910342,-78.415346,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,8.2,6,MODIS_FIRE_20200422_095.hdf
2020-04-22,TERRA,MOD14A1,Unknown,-4.653044,-79.087573,Zamora Chinchipe,Palanda,El Porvenir Del Carmen,Sierra,8,Media,4.4,6,MODIS_FIRE_20200422_095.hdf
2021-11-01,TERRA,MOD14A1,Unknown,-3.44412,-78.789408,Morona Santiago,Gualaquiza,Amazonas (Rosario De Cuyes),Sierra,8,Media,8.7,6,MODIS_FIRE_20211101_512.hdf
2021-11-01,TERRA,MOD14A1,Unknown,-3.449541,-78.789408,Morona Santiago,Gualaquiza,Amazonas (Rosario De Cuyes),Sierra,8,Media,8.8,6,MODIS_FIRE_20211101_512.hdf
2021-11-01,TERRA,MOD14A1,Unknown,-3.449541,-78.783987,Morona Santiago,Gualaquiza,Amazonas (Rosario De Cuyes),Sierra,8,Media,8.8,6,MODIS_FIRE_20211101_512.hdf
2021-11-01,TERRA,MOD14A1,Unknown,-3.454962,-78.789408,Morona Santiago,Gualaquiza,Amazonas (Rosario De Cuyes),Sierra,8,Media,8.8,6,MODIS_FIRE_20211101_512.hdf
2021-11-01,TERRA,MOD14A1,Unknown,-3.454962,-78.783987,Morona Santiago,Gualaquiza,Amazonas (Rosario De Cuyes),Sierra,8,Media,8.8,6,MODIS_FIRE_20211101_512.hdf
2021-11-01,TERRA,MOD14A1,Unknown,-4.571726,-79.467056,Loja,Espíndola,Bellavista,Sierra,8,Media,9.1,6,MODIS_FIRE_20211101_512.hdf
2021-11-01,TERRA,MOD14A1,Unknown,-4.571726,-79.461635,Loja,Espíndola,Bellavista,Sierra,8,Media,9.1,6,MODIS_FIRE_20211101_512.hdf
2021-11-01,TERRA,MOD14A1,Unknown,-4.940367,-79.477898,No_encontrada,No_encontrado,No_encontrada,Sierra,8,Media,9.0,6,MODIS_FIRE_20211101_512.hdf
2021-11-01,TERRA,MOD14A1,Unknown,-4.945788,-79.477898,No_encontrada,No_encontrado,No_encontrada,Sierra,8,Media,9.0,6,MODIS_FIRE_20211101_512.hdf
2023-08-29,TERRA,MOD14A1,Unknown,0.155546,-81.218098,No_encontrada,No_encontrado,No_encontrada,Costa,8,Media,40.6,6,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,0.150125,-81.218098,No_encontrada,No_encontrado,No_encontrada,Costa,8,Media,40.6,6,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,0.150125,-81.212677,No_encontrada,No_encontrado,No_encontrada,Costa,8,Media,40.6,6,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-0.635947,-80.892827,No_encontrada,No_encontrado,No_encontrada,Costa,8,Media,51.0,6,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-0.635947,-80.887406,No_encontrada,No_encontrado,No_encontrada,Costa,8,Media,51.0,6,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-0.641368,-80.892827,No_encontrada,No_encontrado,No_encontrada,Costa,8,Media,51.0,6,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-0.663053,-81.288574,No_encontrada,No_encontrado,No_encontrada,Costa,8,Media,17.6,6,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-0.663053,-81.283153,No_encontrada,No_encontrado,No_encontrada,Costa,8,Media,17.6,6,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-0.668474,-81.288574,No_encontrada,No_encontrado,No_encontrada,Costa,8,Media,17.6,6,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-0.668474,-81.283153,No_encontrada,No_encontrado,No_encontrada,Costa,8,Media,17.6,6,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-1.812344,-81.402419,No_encontrada,No_encontrado,No_encontrada,Costa,8,Media,12.7,6,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-1.812344,-81.396997,No_encontrada,No_encontrado,No_encontrada,Costa,8,Media,12.7,6,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-2.788157,-81.022936,No_encontrada,No_encontrado,No_encontrada,Costa,8,Media,18.0,6,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-2.788157,-81.017515,No_encontrada,No_encontrado,No_encontrada,Costa,8,Media,22.6,6,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-2.788157,-81.012093,No_encontrada,No_encontrado,No_encontrada,Costa,8,Media,22.6,6,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-2.788157,-81.006672,No_encontrada,No_encontrado,No_encontrada,Costa,8,Media,20.7,6,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-2.793578,-81.022936,No_encontrada,No_encontrado,No_encontrada,Costa,8,Media,18.0,6,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-2.793578,-81.017515,No_encontrada,No_encontrado,No_encontrada,Costa,8,Media,18.0,6,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-2.793578,-81.012093,No_encontrada,No_encontrado,No_encontrada,Costa,8,Media,22.6,6,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-2.793578,-81.006672,No_encontrada,No_encontrado,No_encontrada,Costa,8,Media,20.7,6,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-3.276063,-76.46372,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,8.6,2,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-3.276063,-76.458299,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,8.6,2,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-3.276063,-76.452877,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,10.7,2,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-3.281485,-76.458299,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,8.6,2,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-3.281485,-76.452877,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,10.7,2,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-3.281485,-76.447456,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,10.7,2,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-3.303169,-76.241451,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,8.5,2,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-3.303169,-76.23603,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,16.4,2,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-3.303169,-76.230609,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,16.4,2,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-3.303169,-76.225188,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,11.3,2,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-3.30859,-76.23603,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,16.4,2,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-3.30859,-76.230609,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,16.4,2,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-3.769391,-75.352377,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,11.2,2,MODIS_FIRE_20230829_1015.hdf
2023-08-29,TERRA,MOD14A1,Unknown,-3.769391,-75.346956,No_encontrada,No_encontrado,No_encontrada,Amazonia,8,Media,11.2,2,MODIS_FIRE_20230829_1015.hdf
