time,lat,lon,SoilMoi0_10cm_inst,SoilMoi10_40cm_inst,RootMoist_inst,SoilTMP0_10cm_inst,Tair_f_inst,Rainf_tavg,Evap_tavg,SWdown_f_tavg,LWdown_f_tavg,Qs_acc,Qsb_acc,Qsm_acc,CanopInt_inst,provincia,canton
2020-08-01,-1.875,-79.375,29.133509,95.57369,643.88556,298.21417,298.50266,9.2979835e-06,3.294295e-05,197.8204,384.30307,0.010572662,0.000110483874,0.0,0.02414113,Los Rios,Babahoyo
2020-08-01,-1.875,-79.125,26.568632,80.96749,320.6826,290.94034,290.7283,9.327016e-06,2.3209885e-05,195.68834,340.02832,0.002223508,0.021882217,0.0,0.031225806,Bolivar,San Miguel
2020-08-01,-1.875,-78.875,24.843447,76.19874,302.85187,289.58823,285.45734,2.2635888e-05,2.736674e-05,255.19101,358.71796,0.004529597,0.045360442,0.0,0.047935482,Chimborazo,Colta
2020-08-01,-1.875,-78.625,27.179403,82.69955,319.11853,284.96823,280.32205,2.5310484e-05,2.2521577e-05,256.12027,326.59238,0.008372177,0.09576415,0.0,0.07264113,Chimborazo,Riobamba
2020-08-01,-1.875,-78.375,27.906597,84.27366,471.25238,285.08774,281.58112,2.5747177e-05,2.307924e-05,196.9577,354.2351,0.007215121,0.096489154,0.0,0.11048387,Morona Santiago,Pablo Sexto
2020-08-01,-1.875,-78.125,25.635746,76.70201,495.7986,293.49405,291.19443,2.6093145e-05,4.7890528e-05,221.1496,413.6058,0.003254879,0.014486129,0.0,0.10106452,Morona Santiago,Palora
2020-08-01,-1.875,-77.875,30.623137,92.742836,645.3966,293.90695,294.1111,3.2173386e-05,3.9594965e-05,166.32028,382.71487,0.008498952,0.090672255,0.0,0.15627016,Morona Santiago,Huamboya
2020-08-01,-1.875,-77.625,36.02927,108.769104,745.8508,295.43298,295.82663,3.2306856e-05,4.164295e-05,165.21286,392.9342,0.011040201,0.05956,0.0,0.15649597,Pastaza,Pastaza
2020-08-01,-1.875,-77.375,35.962868,108.537346,743.2933,296.04056,296.51508,3.23121e-05,4.2047788e-05,167.99487,396.0169,0.010659879,0.054774437,0.0,0.14253226,Pastaza,Pastaza
2020-08-01,-1.875,-77.125,35.907246,108.36831,741.3041,296.32205,296.92325,3.239516e-05,4.2575208e-05,168.30573,398.0562,0.017391128,0.05138359,0.0,0.13833064,Pastaza,Pastaza
2020-08-01,-1.875,-76.875,35.48379,106.90377,727.19403,296.99393,297.27942,3.7372985e-05,5.215303e-05,206.06726,401.3257,0.016835846,0.03455234,0.0,0.16115323,Pastaza,Pastaza
2020-08-01,-1.875,-76.625,35.239025,106.25545,724.4909,297.48364,297.84305,3.7983064e-05,5.317198e-05,202.9121,404.8907,0.0140183065,0.03284121,0.0,0.1628871,Pastaza,Pastaza
2020-08-01,-1.875,-76.375,35.26358,106.35028,725.5982,297.54236,297.86435,3.8017337e-05,5.2318755e-05,202.62721,405.37103,0.014703427,0.03393468,0.0,0.1638629,Pastaza,Pastaza
2020-08-01,-1.875,-76.125,35.336227,106.520935,725.6612,297.50113,297.81104,3.8187904e-05,5.25619e-05,204.71806,405.43124,0.013425685,0.033334758,0.0,0.16178226,Pastaza,Pastaza
2020-08-01,-1.875,-75.875,36.5008,110.33055,759.0852,297.66895,297.73898,5.1786694e-05,5.4121174e-05,207.10028,410.28168,0.029801572,0.09124516,0.0,0.15220565,Pastaza,Pastaza
2020-08-01,-1.625,-80.625,19.725061,62.768955,296.81952,296.8159,294.15744,5.1241936e-06,1.5121577e-05,217.86673,389.5708,0.00013092742,0.0010457662,0.0,0.025729839,Manabi,Jipijapa
2020-08-01,-1.625,-80.375,16.830217,48.398254,211.6418,299.06946,296.65506,5.205242e-06,1.3759078e-05,219.20157,397.78766,9.326613e-05,0.0006818145,0.0,0.026153225,Manabi,Paján
2020-08-01,-1.625,-80.125,15.4639435,40.577095,156.43379,300.6384,297.84805,5.5383066e-06,1.0546174e-05,226.70746,404.3451,0.00020491936,0.0009236694,0.0,0.02348387,Guayas,Colimes
2020-08-01,-1.625,-79.875,26.349726,86.46552,426.5639,298.46835,298.2842,9.246774e-06,2.9797788e-05,200.79605,382.6195,0.0032074193,0.0003996371,0.0,0.03105242,Guayas,Palestina
2020-08-01,-1.625,-79.625,23.33548,71.66906,390.91635,298.18936,298.48798,9.2689515e-06,3.277158e-05,188.55879,386.03836,0.0020364516,0.005364758,0.0,0.02517742,Los Rios,Baba
2020-08-01,-1.625,-79.375,30.348335,97.72309,660.531,297.5588,297.985,9.296774e-06,3.497198e-05,201.86592,381.37024,0.0070404033,0.00022318549,0.0,0.02514113,Los Rios,Urdaneta
2020-08-01,-1.625,-79.125,26.792543,81.53768,322.23645,289.66513,289.7217,9.3362905e-06,2.3032062e-05,197.30779,332.45474,0.0023672178,0.023507943,0.0,0.035258066,Bolivar,Caluma
2020-08-01,-1.625,-78.875,25.509283,77.979836,261.55804,287.46246,283.29364,2.2896775e-05,2.5391739e-05,257.85464,342.8594,0.00499504,0.06056024,0.0,0.05698387,Chimborazo,Riobamba
2020-08-01,-1.625,-78.625,27.397375,83.229515,277.98602,286.0974,281.04608,2.5493548e-05,2.119295e-05,268.90048,327.83224,0.0063536693,0.10688621,0.0,0.076467745,Chimborazo,Guano
2020-08-01,-1.625,-78.375,33.731327,101.98271,588.69104,285.1067,281.9727,2.5840323e-05,2.6867949e-05,198.0517,355.92334,0.011401371,0.0695775,0.0,0.11435484,Chimborazo,Penipe
2020-08-01,-1.625,-78.125,25.799759,77.23612,499.9462,293.68057,291.5742,2.6007257e-05,4.6615933e-05,209.49605,419.65353,0.003370242,0.016172742,0.0,0.09567742,Morona Santiago,Palora
2020-08-01,-1.625,-77.875,30.620815,92.76668,645.59985,294.1169,294.38107,3.263629e-05,3.9631657e-05,164.13823,386.08136,0.010026854,0.091007255,0.0,0.15561694,Pastaza,Pastaza
2020-08-01,-1.625,-77.625,39.817444,119.82476,809.7684,295.48764,295.854,3.322984e-05,4.288811e-05,166.25246,394.64236,0.032495484,0.03471476,0.0,0.15772581,Pastaza,Pastaza
2020-08-01,-1.625,-77.375,36.04102,108.75674,744.5924,296.00674,296.4265,3.2635082e-05,4.1905852e-05,167.28008,397.17987,0.015517661,0.056403264,0.0,0.14224194,Pastaza,Pastaza
2020-08-01,-1.625,-77.125,35.930927,108.443306,742.4249,296.36133,296.85953,3.21125e-05,4.273569e-05,167.08661,399.2616,0.0135123385,0.053230524,0.0,0.14805645,Pastaza,Pastaza
2020-08-01,-1.625,-76.875,35.34758,106.64079,728.46826,297.05963,297.2626,3.708508e-05,5.1819563e-05,202.13882,403.1069,0.014124516,0.036990404,0.0,0.16923387,Pastaza,Pastaza
2020-08-01,-1.625,-76.625,35.317055,106.552185,727.5136,297.4519,297.7036,3.7993952e-05,5.242077e-05,203.08315,405.42642,0.01634258,0.035891492,0.0,0.15089516,Pastaza,Pastaza
2020-08-01,-1.625,-76.375,35.287937,106.479614,727.3921,297.49353,297.72986,3.8087095e-05,5.2836094e-05,204.5652,406.03616,0.01460879,0.035716813,0.0,0.15582258,Pastaza,Pastaza
2020-08-01,-1.625,-76.125,35.375553,106.74589,729.38885,297.47397,297.70068,3.8230646e-05,5.2000207e-05,203.12505,406.40442,0.013294717,0.037457902,0.0,0.15855242,Pastaza,Arajuno
2020-08-01,-1.625,-75.875,36.592,110.63522,762.3463,297.72766,297.72458,5.1880645e-05,5.281311e-05,201.57475,411.97952,0.031808913,0.10013105,0.0,0.14691532,Pastaza,Arajuno
2020-08-01,-1.375,-80.625,19.086117,58.06071,238.32103,296.0016,293.59338,5.175403e-06,1.4228835e-05,215.21335,385.881,0.00010370968,0.000845,0.0,0.027326614,Manabi,Jipijapa
2020-08-01,-1.375,-80.375,17.105484,49.58931,228.80511,298.6295,296.46692,5.151613e-06,1.503932e-05,209.18262,399.44983,6.479839e-05,0.00064451614,0.0,0.028850807,Manabi,24 De Mayo
2020-08-01,-1.375,-80.125,15.107476,38.41221,125.18389,300.26328,297.70578,5.4044353e-06,1.0579239e-05,214.18193,408.06213,0.00022266129,0.0010454839,0.0,0.022008065,Guayas,Balzar
2020-08-01,-1.375,-79.875,22.513424,69.90641,279.01892,298.2226,297.96765,9.312097e-06,2.9623594e-05,197.88951,384.42706,0.0010679839,0.0068889516,0.0,0.030153226,Guayas,Balzar
2020-08-01,-1.375,-79.625,22.742584,70.02783,302.04004,297.7635,297.89435,9.244355e-06,3.1552223e-05,190.28177,384.8544,0.00095375,0.006675726,0.0,0.02714516,Los Rios,Vinces
2020-08-01,-1.375,-79.375,30.303713,97.02098,604.60565,297.4255,297.9416,9.295968e-06,3.4019966e-05,198.97295,382.33286,0.0064253225,0.00051048386,0.0,0.026600806,Los Rios,Ventanas
2020-08-01,-1.375,-79.125,27.309826,83.055466,459.29346,289.873,290.24905,9.348791e-06,2.2890126e-05,189.24512,336.87253,0.002682137,0.022882137,0.0,0.03939113,Bolivar,Guaranda
2020-08-01,-1.375,-78.875,26.271967,80.01871,268.3867,285.0369,280.56534,2.2959677e-05,2.2829643e-05,254.4862,325.0143,0.0055346373,0.07412254,0.0,0.058576614,Tungurahua,Ambato
2020-08-01,-1.375,-78.625,26.926863,81.760864,322.4276,286.66086,281.86517,2.5512098e-05,2.5102627e-05,264.5838,339.02222,0.005138871,0.08217129,0.0,0.07029436,Tungurahua,Mocha
2020-08-01,-1.375,-78.375,27.48237,82.92369,550.9254,287.13425,284.0919,2.565645e-05,3.0458272e-05,219.64738,361.65793,0.004171976,0.066539474,0.0,0.104358874,Tungurahua,Baños de Agua Santa
2020-08-01,-1.375,-78.125,26.32406,78.85168,514.016,292.7358,290.40613,2.6238307e-05,4.271553e-05,201.46774,414.49356,0.0023321775,0.023913387,0.0,0.105443545,Pastaza,Mejía
2020-08-01,-1.375,-77.875,30.670565,92.86203,646.14374,293.76038,293.85962,3.305726e-05,3.857964e-05,163.51154,384.4089,0.008094233,0.09192427,0.0,0.15705241,Pastaza,Pastaza
2020-08-01,-1.375,-77.625,39.823757,119.82656,809.51807,295.06824,295.4008,3.4533467e-05,4.1866337e-05,164.96335,392.98734,0.0387002,0.034241814,0.0,0.16239516,Pastaza,Arajuno
2020-08-01,-1.375,-77.375,39.68639,119.40283,805.7736,296.00778,296.49728,3.3329434e-05,4.311029e-05,165.58907,398.6536,0.040191937,0.02965859,0.0,0.16286694,Pastaza,Arajuno
2020-08-01,-1.375,-77.125,35.862667,108.30901,742.3091,296.5518,297.002,3.2169355e-05,4.2732867e-05,166.23766,401.31717,0.016032903,0.053498913,0.0,0.14700806,Pastaza,Arajuno
2020-08-01,-1.375,-76.875,35.4135,106.876625,730.728,297.19568,297.25232,3.71375e-05,5.016674e-05,197.97145,404.7401,0.0126425,0.038891897,0.0,0.15236694,Pastaza,Arajuno
2020-08-01,-1.375,-76.625,35.457703,107.00379,731.09503,297.41788,297.5388,3.8079437e-05,5.0601415e-05,198.96867,406.2707,0.014847701,0.039202217,0.0,0.1528266,Pastaza,Arajuno
2020-08-01,-1.375,-76.375,35.468903,107.019775,731.53735,297.42828,297.59708,3.814758e-05,5.1842948e-05,201.45137,406.6447,0.01242496,0.039949678,0.0,0.16394354,Pastaza,Arajuno
2020-08-01,-1.375,-76.125,35.499107,107.099144,732.07104,297.53516,297.68027,3.8259677e-05,5.178569e-05,202.2719,407.20023,0.009917379,0.040476654,0.0,0.15248387,Pastaza,Arajuno
2020-08-01,-1.375,-75.875,36.687794,110.97101,765.21564,297.79492,297.7011,5.303347e-05,5.183811e-05,200.52496,412.99838,0.03555472,0.10831085,0.0,0.13320565,Pastaza,Arajuno
2020-08-01,-1.375,-75.625,36.69215,111.01215,765.0529,297.7788,297.69177,5.2475e-05,5.0519157e-05,195.72061,413.76605,0.046334155,0.106951535,0.0,0.14166129,Orellana,Aguarico
2020-08-01,-1.125,-80.875,,,,,293.85333,,,204.77126,393.8672,,,,,Manabi,Manta
2020-08-01,-1.125,-80.625,18.39173,55.62029,182.29951,296.84634,294.38104,5.1092743e-06,1.1832061e-05,203.11302,395.80844,9.2580645e-05,0.0009642742,0.0,0.023532258,Manabi,Montecristi
2020-08-01,-1.125,-80.375,16.867552,47.993988,186.30057,298.00665,295.8717,5.1133065e-06,1.5255851e-05,205.51044,398.2996,7.536291e-05,0.0008289516,0.0,0.02872984,Manabi,Portoviejo
2020-08-01,-1.125,-80.125,17.9079,52.275173,242.07188,298.704,296.68805,5.570161e-06,1.7009077e-05,198.72871,405.12543,0.000102419355,0.00064903224,0.0,0.03165726,Manabi,Santa Ana
2020-08-01,-1.125,-79.875,23.38381,72.02771,245.02899,297.53525,297.61078,9.303629e-06,2.9402627e-05,188.36177,385.46057,0.0013909678,0.009286169,0.0,0.029552419,Guayas,Balzar
2020-08-01,-1.125,-79.625,23.015718,70.66121,289.5046,297.55154,297.80582,9.309274e-06,3.1609885e-05,185.00415,387.3588,0.0010147984,0.007360202,0.0,0.028350806,Los Rios,Mocache
2020-08-01,-1.125,-79.375,24.597279,75.02416,418.91913,297.2431,297.80515,9.348791e-06,3.2675205e-05,189.8098,385.18634,0.001966129,0.007482379,0.0,0.029806452,Los Rios,Quinsaloma
2020-08-01,-1.125,-79.125,26.903767,81.84137,473.03958,291.48126,291.8902,9.301613e-06,2.4894158e-05,183.13622,350.8689,0.0027861693,0.01807625,0.0,0.040209677,Cotopaxi,Pangua
2020-08-01,-1.125,-78.875,25.180456,76.916794,257.6857,286.98895,282.63235,2.2744354e-05,2.512198e-05,264.8047,339.40326,0.0046816934,0.051519595,0.0,0.06539516,Cotopaxi,Pujilí
2020-08-01,-1.125,-78.625,26.564896,80.72228,270.34705,286.55612,281.92163,2.5421774e-05,2.4344965e-05,274.39908,332.23108,0.0041120565,0.07491694,0.0,0.077887096,Cotopaxi,Salcedo
2020-08-01,-1.125,-78.375,27.895247,84.18612,386.5436,284.44766,280.89352,2.5739113e-05,2.2580449e-05,212.9008,343.45334,0.0034934275,0.10386968,0.0,0.11729839,Tungurahua,Santiago de Pillaro
2020-08-01,-1.125,-78.125,27.19265,81.62363,537.08606,289.8912,287.03644,2.6653226e-05,3.5517143e-05,192.32689,395.52374,0.0026959274,0.044609115,0.0,0.11309677,Napo,Tena
2020-08-01,-1.125,-77.875,30.588806,92.63755,645.0705,293.84695,294.06754,3.3325807e-05,3.901069e-05,159.59282,385.96527,0.0064703226,0.090158306,0.0,0.1644879,Napo,Carlos Julio Arosemena Tola
2020-08-01,-1.125,-77.625,39.709946,119.52111,807.57214,295.30392,295.62152,3.3521774e-05,4.1197385e-05,156.4961,396.1953,0.04848597,0.031941492,0.0,0.17386694,Napo,Tena
2020-08-01,-1.125,-77.375,35.81256,108.107994,740.0033,295.97662,296.38208,3.2271775e-05,4.272803e-05,164.18048,398.9967,0.017088508,0.04976843,0.0,0.1591492,Pastaza,Arajuno
2020-08-01,-1.125,-77.125,35.89329,108.40608,743.09015,296.5884,296.99173,3.1969757e-05,4.1915933e-05,163.18492,402.5979,0.015217097,0.054361332,0.0,0.13899194,Pastaza,Arajuno
2020-08-01,-1.125,-76.875,35.44707,106.99047,731.7532,297.21185,297.26675,3.7206453e-05,4.8887705e-05,193.3992,405.6909,0.013605726,0.039579798,0.0,0.15260081,Orellana,Orellana
2020-08-01,-1.125,-76.625,35.613342,107.47041,734.93176,297.5049,297.57272,3.8072176e-05,4.8781254e-05,195.3073,407.1349,0.012120282,0.043051694,0.0,0.14967743,Pastaza,Arajuno
2020-08-01,-1.125,-76.375,35.642727,107.54326,734.91547,297.52646,297.53656,3.820484e-05,5.001795e-05,202.02371,406.55945,0.011585685,0.04308278,0.0,0.15089919,Orellana,Aguarico
2020-08-01,-1.125,-76.125,35.654194,107.55285,733.5488,297.64966,297.57242,3.8759677e-05,5.0355447e-05,206.64677,406.37082,0.015047943,0.040958468,0.0,0.13845968,Orellana,Aguarico
2020-08-01,-1.125,-75.875,36.671425,110.9397,764.1222,297.804,297.59808,5.2844356e-05,5.123327e-05,202.77077,412.50592,0.045788508,0.10360278,0.0,0.13295968,Orellana,Aguarico
2020-08-01,-1.125,-75.625,36.691803,110.95229,763.86847,297.76746,297.66434,5.2977823e-05,5.1897383e-05,201.34279,413.03616,0.037659556,0.10285653,0.0,0.12735887,Orellana,Aguarico
2020-08-01,-0.875,-80.375,19.681557,57.93566,149.19402,298.3993,295.697,7.720968e-06,1.5355852e-05,216.84029,403.4823,0.00017693549,0.00074419356,0.0,0.02982258,Manabi,Rocafuerte
2020-08-01,-0.875,-80.125,20.005089,58.491882,246.6616,298.2013,296.24338,8.3125e-06,2.1503029e-05,200.93524,406.83218,0.00016479839,0.0001,0.0,0.04112097,Manabi,Bolívar
2020-08-01,-0.875,-79.875,32.85518,101.29043,482.44897,296.37408,296.73093,1.481371e-05,3.1326013e-05,166.33899,386.26382,0.0047977017,0.009290726,0.0,0.08309274,Manabi,Pichincha
2020-08-01,-0.875,-79.625,23.07709,69.482124,291.65884,297.0711,297.39282,1.4796774e-05,3.1336094e-05,174.02533,389.87976,0.0006956855,0.021351935,0.0,0.079491936,Manabi,El Carmen
2020-08-01,-0.875,-79.375,24.214142,72.92805,392.91293,296.98016,297.62024,1.4937097e-05,3.186311e-05,172.60472,390.69302,0.0014499597,0.020557903,0.0,0.087774195,Los Rios,Valencia
2020-08-01,-0.875,-79.125,25.946646,78.27252,490.9762,293.06964,293.52356,1.4895968e-05,2.5232464e-05,174.3473,364.41074,0.0016265726,0.030661331,0.0,0.0977621,Cotopaxi,Pujilí
2020-08-01,-0.875,-78.875,25.29933,77.0297,257.47946,287.8236,283.95047,2.6727823e-05,2.5778028e-05,239.9996,348.4506,0.005653347,0.052650645,0.0,0.09426209,Cotopaxi,Pujilí
2020-08-01,-0.875,-78.625,31.654701,97.17559,325.48752,284.71002,280.9586,2.8987097e-05,2.7287706e-05,255.75412,324.0483,0.0063950806,0.050209235,0.0,0.11102419,Cotopaxi,Latacunga
2020-08-01,-0.875,-78.375,27.976963,84.32812,321.8306,281.93613,278.6456,2.9038709e-05,2.1212707e-05,207.4265,330.25912,0.003885242,0.10678633,0.0,0.124423385,Napo,Tena
2020-08-01,-0.875,-78.125,27.90425,83.87999,555.0036,286.98615,284.09366,2.9670162e-05,2.8945367e-05,169.09149,380.3867,0.0043297983,0.070810884,0.0,0.12008468,Napo,Tena
2020-08-01,-0.875,-77.875,28.939213,87.0734,578.37537,292.15067,291.7201,3.4934274e-05,3.6312707e-05,160.03697,383.14807,0.0076069357,0.13136056,0.0,0.14965323,Napo,Archidona
2020-08-01,-0.875,-77.625,28.72475,86.35904,571.7819,295.03296,294.81903,3.4861292e-05,3.9988918e-05,160.13197,402.2397,0.009030363,0.110126615,0.0,0.13607661,Napo,Tena
2020-08-01,-0.875,-77.375,38.095592,114.29187,755.466,296.17325,296.08762,3.4563305e-05,4.5854642e-05,173.48512,408.1288,0.037278388,0.0383175,0.0,0.13167338,Orellana,Loreto
2020-08-01,-0.875,-77.125,34.351433,103.241684,682.4497,296.9609,296.84885,3.4309676e-05,4.495827e-05,171.87645,412.69366,0.010319637,0.06414794,0.0,0.12828226,Orellana,Orellana
2020-08-01,-0.875,-76.875,36.273018,109.35243,747.4891,296.82166,297.1803,4.6420162e-05,4.8807466e-05,188.54266,402.6515,0.010496371,0.058509193,0.0,0.18857259,Orellana,Orellana
2020-08-01,-0.875,-76.625,36.566433,110.19945,751.91766,297.001,297.29425,4.921008e-05,4.8376012e-05,191.45589,402.74277,0.017315686,0.064243264,0.0,0.16096371,Orellana,Orellana
2020-08-01,-0.875,-76.375,36.462578,109.96216,750.83124,297.10928,297.27164,4.9537903e-05,4.7927628e-05,194.22057,402.34906,0.024638105,0.06301948,0.0,0.16172984,Orellana,Aguarico
2020-08-01,-0.875,-76.125,36.42874,109.901886,751.196,297.3742,297.42395,4.8529837e-05,4.6980047e-05,195.00984,403.36005,0.024859356,0.06461693,0.0,0.15988709,Orellana,Aguarico
2020-08-01,-0.875,-75.875,36.752903,111.0174,763.4067,297.86157,297.5304,5.4405242e-05,4.9354643e-05,195.86665,412.71118,0.030847983,0.09855754,0.0,0.147125,Orellana,Aguarico
2020-08-01,-0.875,-75.625,36.707767,110.885315,762.21454,297.8843,297.56897,5.487742e-05,5.042077e-05,197.6361,413.1595,0.03422222,0.094852865,0.0,0.15306854,Orellana,Aguarico
2020-08-01,-0.875,-75.375,36.626736,110.66817,760.6711,297.82202,297.63684,5.4298387e-05,5.1134884e-05,195.69354,413.6393,0.044733103,0.090873346,0.0,0.15602016,Orellana,Aguarico
2020-08-01,-0.625,-80.375,20.997568,64.80696,268.94095,297.53433,295.27304,8.000403e-06,1.44369005e-05,196.85391,406.49863,0.0002266129,0.00013858872,0.0,0.032939516,Manabi,San Vicente
2020-08-01,-0.625,-80.125,22.961138,66.92541,245.74466,297.78748,295.8287,8.668549e-06,1.9253432e-05,191.82903,409.09634,0.0006309677,0.0001733871,0.0,0.048592743,Manabi,Chone
2020-08-01,-0.625,-79.875,34.676556,105.24829,623.5377,295.85364,296.36237,1.566129e-05,3.0803432e-05,152.75702,386.5345,0.0036477419,0.009438145,0.0,0.10013306,Manabi,Chone
2020-08-01,-0.625,-79.625,24.240576,72.73179,332.74323,296.69247,297.28003,1.5755242e-05,3.0007868e-05,159.15485,390.99008,0.0011619355,0.02411629,0.0,0.096512094,Manabi,El Carmen
2020-08-01,-0.625,-79.375,25.127277,75.55626,471.1729,296.89032,297.35175,1.5810081e-05,3.085827e-05,168.70512,392.07117,0.0012924194,0.019592097,0.0,0.095576614,Los Rios,Buena Fé
2020-08-01,-0.625,-79.125,26.43632,79.56176,503.56253,293.14108,293.33035,1.596129e-05,2.3981254e-05,162.12257,370.53204,0.0011292339,0.034721937,0.0,0.11556452,Los Rios,Valencia
2020-08-01,-0.625,-78.875,26.138912,78.817955,468.0372,288.98355,285.95935,2.7246371e-05,2.943811e-05,202.75572,378.34894,0.005047379,0.0355125,0.0,0.10939516,Cotopaxi,Sigchos
2020-08-01,-0.625,-78.625,31.599943,95.98654,389.145,285.25333,282.0003,2.9919758e-05,3.17748e-05,236.15976,336.4048,0.0072805244,0.03900625,0.0,0.1125,Cotopaxi,Latacunga
2020-08-01,-0.625,-78.375,27.072657,81.60625,272.27014,281.99384,278.53177,2.9662904e-05,2.4495368e-05,236.44722,319.67334,0.0051743146,0.07839641,0.0,0.112169355,Pichincha,Mejía
2020-08-01,-0.625,-78.125,28.313257,85.305305,435.68655,282.81546,279.6867,2.9892743e-05,2.220827e-05,183.72363,345.51648,0.008831653,0.113349356,0.0,0.12898387,Napo,Archidona
2020-08-01,-0.625,-77.875,29.663319,89.45853,598.4065,285.83533,284.95264,3.5179033e-05,2.3977625e-05,158.51988,339.45947,0.010634153,0.2162484,0.0,0.15635484,Napo,Quijos
2020-08-01,-0.625,-77.625,29.329847,88.380684,590.0506,289.90143,289.0191,3.521855e-05,2.9381255e-05,158.02411,367.5529,0.00945629,0.1767831,0.0,0.14578629,Napo,Archidona
2020-08-01,-0.625,-77.375,28.6501,86.14634,570.5932,294.8747,294.67358,3.497742e-05,4.117279e-05,171.65814,398.17914,0.008089435,0.10734008,0.0,0.13282661,Orellana,Loreto
2020-08-01,-0.625,-77.125,38.268192,114.84556,759.9893,296.9916,296.8497,3.4559678e-05,4.4731256e-05,170.34306,413.39105,0.031386692,0.045127824,0.0,0.14540726,Orellana,Loreto
2020-08-01,-0.625,-76.875,36.522423,110.10804,752.0212,296.95776,297.12164,4.8112903e-05,4.6515124e-05,187.35605,403.0311,0.020291531,0.06550419,0.0,0.15854436,Orellana,Orellana
2020-08-01,-0.625,-76.625,36.560665,110.195366,751.4296,296.97025,297.24402,5.087016e-05,4.7557867e-05,187.17989,403.7585,0.024340726,0.06328415,0.0,0.15805241,Orellana,Orellana
2020-08-01,-0.625,-76.375,36.523888,110.109825,750.7905,297.10086,297.32224,5.1082257e-05,4.743771e-05,188.61371,404.0444,0.029462056,0.06203109,0.0,0.16135888,Orellana,Orellana
2020-08-01,-0.625,-76.125,36.45538,110.01801,751.8589,297.36816,297.46286,5.0320967e-05,4.6196175e-05,187.13995,405.25116,0.036837257,0.06553496,0.0,0.1528629,Orellana,Orellana
2020-08-01,-0.625,-75.875,36.598347,110.6979,761.30194,297.74048,297.55505,5.450887e-05,4.7942143e-05,186.20753,414.23834,0.06385863,0.09145133,0.0,0.13253225,Orellana,Aguarico
2020-08-01,-0.625,-75.625,36.647972,110.80243,762.2172,297.70667,297.5009,5.4764114e-05,4.8761092e-05,189.61125,413.75485,0.05451226,0.09423686,0.0,0.13845564,Orellana,Aguarico
2020-08-01,-0.625,-75.375,36.575996,110.53572,758.8639,297.7556,297.4928,5.4456854e-05,4.9333674e-05,191.99347,413.56122,0.054269716,0.0849321,0.0,0.1425121,Orellana,Aguarico
2020-08-01,-0.375,-80.375,21.46056,66.69305,299.40054,297.62775,295.1751,8.121371e-06,1.5880045e-05,198.47633,412.151,0.00023548387,0.00012116935,0.0,0.036342744,Manabi,San Vicente
2020-08-01,-0.375,-80.125,24.601936,73.64575,272.936,297.1413,295.32318,8.645968e-06,1.9914723e-05,184.34338,407.77563,0.0005633468,5e-05,0.0,0.05355242,Manabi,Chone
2020-08-01,-0.375,-79.875,34.821964,105.24555,490.2082,295.2273,295.6631,1.56625e-05,2.9236497e-05,151.08702,386.10883,0.0049972176,0.0130048795,0.0,0.10587097,Manabi,Flavio Alfaro
2020-08-01,-0.375,-79.625,33.549583,101.54805,435.7787,295.80093,296.38388,1.5635887e-05,3.141795e-05,154.99814,389.2958,0.0032055646,0.010059959,0.0,0.11305645,Manabi,El Carmen
2020-08-01,-0.375,-79.375,24.966162,75.059845,402.76477,296.27283,296.54758,1.5824597e-05,2.9209885e-05,165.0325,389.3794,0.0012583467,0.023209717,0.0,0.09634677,Santo Domingo de los Tsachilas,Santo Domingo
2020-08-01,-0.375,-79.125,26.245472,78.96876,490.91495,294.3318,294.3882,1.5841531e-05,2.4369157e-05,156.76347,380.88043,0.0013183871,0.031176854,0.0,0.10967742,Santo Domingo de los Tsachilas,Santo Domingo
2020-08-01,-0.375,-78.875,25.873806,77.91071,509.47656,293.11203,290.14404,2.7126613e-05,3.2735286e-05,206.15907,412.2407,0.0056588305,0.021168629,0.0,0.09570564,Pichincha,Mejía
2020-08-01,-0.375,-78.625,30.782368,93.483826,515.21246,289.11584,286.4639,2.9858871e-05,3.7593756e-05,233.27867,366.6669,0.010039758,0.015605766,0.0,0.10464113,Pichincha,Mejía
2020-08-01,-0.375,-78.375,29.914719,91.232185,342.0794,284.96118,281.83768,2.971492e-05,3.4102224e-05,265.2521,322.95398,0.009780322,0.023065766,0.0,0.09445161,Pichincha,Quito
2020-08-01,-0.375,-78.125,28.323399,85.477264,437.87762,281.8421,278.5437,2.996613e-05,2.0442141e-05,201.15085,331.7237,0.010716089,0.11820629,0.0,0.12221371,Napo,Quijos
2020-08-01,-0.375,-77.875,29.670322,89.51459,599.7941,285.28113,284.3624,3.550484e-05,2.3277224e-05,165.81528,332.41113,0.009132258,0.22540629,0.0,0.16115727,Napo,El Chaco
2020-08-01,-0.375,-77.625,29.500238,88.87081,593.4914,289.03036,287.9147,3.5165725e-05,2.7954642e-05,166.51161,359.3313,0.0066796774,0.19106814,0.0,0.15141532,Napo,El Chaco
2020-08-01,-0.375,-77.375,28.813658,86.62427,573.85895,293.8831,293.47147,3.5139918e-05,3.899174e-05,172.11572,390.71283,0.0068383063,0.115961045,0.0,0.14481452,Napo,El Chaco
2020-08-01,-0.375,-77.125,38.235817,114.67579,757.33185,297.08887,296.94308,3.4827015e-05,4.5511497e-05,173.02173,413.99963,0.037874877,0.040985443,0.0,0.13319758,Orellana,Orellana
